QUERY,PRICE_TYPE,TIME_PERIOD,INTENT
What was the low price comparison between Google and Microsoft this year?,low,ytd,stock_comparison
Compare the low price of Apple and Tesla this year.,low,ytd,stock_comparison
What was Apple's low price 3 months ago?,low,3mo,price_inquiry
What was Tesla's low price yesterday?,low,1d,price_inquiry
Tell me the low price of Facebook 5 days ago.,low,5d,price_inquiry
What was Microsoft's low price last month?,low,1mo,price_inquiry
What was Facebook's low price 6 months ago?,low,6mo,price_inquiry
Compare the low price of Apple and Microsoft this year.,low,ytd,stock_comparison
What was Amazon's low price last month?,low,1mo,price_inquiry
What is the low price of Google for last month?,low,1mo,price_inquiry
What was Facebook's low price today?,low,1d,price_inquiry
What was Amazon's low price 5 days ago?,low,5d,price_inquiry
What was Amazon's low price yesterday?,low,1d,price_inquiry
What was Facebook's low price 6 months ago?,low,6mo,price_inquiry
Tell me the low price of Tesla 2 days ago.,low,2d,price_inquiry
What was Facebook's low price last month?,low,1mo,price_inquiry
Tell me the low price of Tesla 5 days ago.,low,5d,price_inquiry
Tell me the low price of Google 6 months ago.,low,6mo,price_inquiry
Tell me the low price of Google 6 months ago.,low,6mo,price_inquiry
Tell me the low price of Apple 2 days ago.,low,2d,price_inquiry
Compare the low price of Facebook and Microsoft this year.,low,ytd,stock_comparison
What is the low price of Google for today?,low,1d,price_inquiry
What was Facebook's low price 6 months ago?,low,6mo,price_inquiry
Tell me the low price of Tesla 2 days ago.,low,2d,price_inquiry
What is the low price of Google for last month?,low,1mo,price_inquiry
Compare the low price of Apple and Google this year.,low,ytd,stock_comparison
What is the low price of Apple for last month?,low,1mo,price_inquiry
Compare the low price of Google and Amazon this year.,low,ytd,stock_comparison
What was Amazon's low price 5 days ago?,low,5d,price_inquiry
Tell me the low price of Amazon last year.,low,1y,price_inquiry
What was the low price comparison between Microsoft and Facebook this year?,low,ytd,stock_comparison
What is the low price of Amazon for 3 months ago?,low,3mo,price_inquiry
What is the low price of Microsoft for 3 months ago?,low,3mo,price_inquiry
Compare the low price of Amazon and Microsoft this year.,low,ytd,stock_comparison
What was Microsoft's low price last month?,low,1mo,price_inquiry
Tell me the low price of Tesla last year.,low,1y,price_inquiry
Tell me the low price of Apple last month.,low,1mo,price_inquiry
What was Facebook's low price 5 days ago?,low,5d,price_inquiry
What was Tesla's low price yesterday?,low,1d,price_inquiry
What is the low price of Apple for 2 days ago?,low,2d,price_inquiry
Compare the low price of Apple and Google this year.,low,ytd,stock_comparison
Compare the low price of Facebook and Apple this year.,low,ytd,stock_comparison
What is the low price of Tesla for 3 months ago?,low,3mo,price_inquiry
Tell me the low price of Apple last month.,low,1mo,price_inquiry
What was Facebook's low price yesterday?,low,1d,price_inquiry
Compare the low price of Amazon and Microsoft this year.,low,ytd,stock_comparison
Compare the low price of Amazon and Apple this year.,low,ytd,stock_comparison
What was the low price comparison between Amazon and Tesla this year?,low,ytd,stock_comparison
What was Tesla's low price 6 months ago?,low,6mo,price_inquiry
Tell me the low price of Apple 5 days ago.,low,5d,price_inquiry
What is the low price of Microsoft for 3 months ago?,low,3mo,price_inquiry
What is the low price of Google for last month?,low,1mo,price_inquiry
What was Facebook's low price 6 months ago?,low,6mo,price_inquiry
Compare the low price of Tesla and Apple this year.,low,ytd,stock_comparison
What is the low price of Microsoft for 2 days ago?,low,2d,price_inquiry
What was Apple's low price 3 months ago?,low,3mo,price_inquiry
What is the low price of Facebook for 3 months ago?,low,3mo,price_inquiry
Tell me the low price of Apple 2 days ago.,low,2d,price_inquiry
Compare the low price of Microsoft and Apple this year.,low,ytd,stock_comparison
What was Facebook's low price 6 months ago?,low,6mo,price_inquiry
Tell me the low price of Tesla 2 days ago.,low,2d,price_inquiry
What was Amazon's low price today?,low,1d,price_inquiry
Tell me the low price of Google 6 months ago.,low,6mo,price_inquiry
Compare the low price of Google and Amazon this year.,low,ytd,stock_comparison
Compare the low price of Microsoft and Google this year.,low,ytd,stock_comparison
What was Amazon's low price last month?,low,1mo,price_inquiry
Compare the low price of Amazon and Microsoft this year.,low,ytd,stock_comparison
What is the low price of Apple for 2 days ago?,low,2d,price_inquiry
What is the low price of Microsoft for 2 days ago?,low,2d,price_inquiry
Compare the low price of Google and Tesla this year.,low,ytd,stock_comparison
What was Apple's low price 3 months ago?,low,3mo,price_inquiry
What is the low price of Apple for 2 days ago?,low,2d,price_inquiry
What is the low price of Apple for 2 days ago?,low,2d,price_inquiry
Tell me the low price of Apple 2 days ago.,low,2d,price_inquiry
Tell me the low price of Apple last month.,low,1mo,price_inquiry
What is the low price of Google for last month?,low,1mo,price_inquiry
Compare the low price of Apple and Amazon this year.,low,ytd,stock_comparison
What was the low price comparison between Google and Tesla this year?,low,ytd,stock_comparison
Compare the low price of Amazon and Tesla this year.,low,ytd,stock_comparison
What is the low price of Google for last month?,low,1mo,price_inquiry
What is the low price of Google for last month?,low,1mo,price_inquiry
Tell me the low price of Apple 2 days ago.,low,2d,price_inquiry
What is the low price of Microsoft for last year?,low,1y,price_inquiry
What was Amazon's low price 5 days ago?,low,5d,price_inquiry
What is the low price of Microsoft for last year?,low,1y,price_inquiry
What is the low price of Google for last month?,low,1mo,price_inquiry
Compare the low price of Apple and Amazon this year.,low,ytd,stock_comparison
What was the low price comparison between Amazon and Tesla this year?,low,ytd,stock_comparison
What was Apple's low price 3 months ago?,low,3mo,price_inquiry
What was Amazon's low price 5 days ago?,low,5d,price_inquiry
Compare the low price of Facebook and Apple this year.,low,ytd,stock_comparison
What was Apple's low price 3 months ago?,low,3mo,price_inquiry
Compare the low price of Apple and Microsoft this year.,low,ytd,stock_comparison
Tell me the low price of Tesla 5 days ago.,low,5d,price_inquiry
What was Apple's low price 3 months ago?,low,3mo,price_inquiry
What is the low price of Apple for 2 days ago?,low,2d,price_inquiry
What was Facebook's low price last month?,low,1mo,price_inquiry
What is the low price of Microsoft for 2 days ago?,low,2d,price_inquiry
What was Amazon's low price today?,low,1d,price_inquiry
What was Facebook's low price 3 months ago?,low,3mo,price_inquiry
What was Apple's low price 3 months ago?,low,3mo,price_inquiry
What is the low price of Microsoft for 2 days ago?,low,2d,price_inquiry
What is the low price of Microsoft for 2 days ago?,low,2d,price_inquiry
What is the low price of Google for last month?,low,1mo,price_inquiry
What is the low price of Tesla for 3 months ago?,low,3mo,price_inquiry
What is the low price of Apple for 5 days ago?,low,5d,price_inquiry
What is the low price of Google for last month?,low,1mo,price_inquiry
What is the low price of Microsoft for 2 days ago?,low,2d,price_inquiry
What was Amazon's low price 5 days ago?,low,5d,price_inquiry
What is the low price of Microsoft for 2 days ago?,low,2d,price_inquiry
What is the low price of Google for last month?,low,1mo,price_inquiry
What is the low price of Google for last month?,low,1mo,price_inquiry
What was Amazon's low price 5 days ago?,low,5d,price_inquiry
What is the low price of Google for last month?,low,1mo,price_inquiry
What was Apple's low price 3 months ago?,low,3mo,price_inquiry
What is the low price of Microsoft for 2 days ago?,low,2d,price_inquiry
Tell me the low price of Apple last month.,low,1mo,price_inquiry
What was Facebook's low price 3 months ago?,low,3mo,price_inquiry
What is the low price of Apple for 5 days ago?,low,5d,price_inquiry
Compare the low price of Google and Tesla this year.,low,ytd,stock_comparison
What was Facebook's low price yesterday?,low,1d,price_inquiry
What was Amazon's low price 5 days ago?,low,5d,price_inquiry
What was Facebook's low price 3 months ago?,low,3mo,price_inquiry
What was Apple's low price 3 months ago?,low,3mo,price_inquiry
What was Facebook's low price 3 months ago?,low,3mo,price_inquiry
Tell me the low price of Tesla last year.,low,1y,price_inquiry
What is the low price of Google for last month?,low,1mo,price_inquiry
What was Facebook's low price 3 months ago?,low,3mo,price_inquiry
What was the low price comparison between Google and Microsoft this year?,low,ytd,stock_comparison
What is the low price of Tesla for 3 months ago?,low,3mo,price_inquiry
What was Facebook's low price 6 months ago?,low,6mo,price_inquiry
Compare the low price of Apple and Tesla this year.,low,ytd,stock_comparison
What is the low price of Apple for 2 days ago?,low,2d,price_inquiry
What is the low price of Microsoft for 2 days ago?,low,2d,price_inquiry
What is the low price of Tesla for 3 months ago?,low,3mo,price_inquiry
What is the low price of Tesla for 3 months ago?,low,3mo,price_inquiry
Compare the low price of Facebook and Microsoft this year.,low,ytd,stock_comparison
What is the low price of Google for last month?,low,1mo,price_inquiry
What was Facebook's low price 6 months ago?,low,6mo,price_inquiry
What is the low price of Google for last month?,low,1mo,price_inquiry
What is the low price of Google for last month?,low,1mo,price_inquiry
What is the low price of Microsoft for 2 days ago?,low,2d,price_inquiry
What is the low price of Google for last month?,low,1mo,price_inquiry
Tell me the low price of Amazon last month.,low,1mo,price_inquiry
What is the low price of Tesla for 3 months ago?,low,3mo,price_inquiry
Tell me the low price of Tesla 2 days ago.,low,2d,price_inquiry
Tell me the low price of Facebook 5 days ago.,low,5d,price_inquiry
What is the low price of Google for today?,low,1d,price_inquiry
What was Apple's low price 3 months ago?,low,3mo,price_inquiry
What is the low price of Google for last month?,low,1mo,price_inquiry
Tell me the low price of Google 2 days ago.,low,2d,price_inquiry
What is the low price of Google for last month?,low,1mo,price_inquiry
Tell me the low price of Amazon 3 months ago.,low,3mo,price_inquiry
Tell me the low price of Apple last month.,low,1mo,price_inquiry
What is the low price of Amazon for 3 months ago?,low,3mo,price_inquiry
What is the low price of Google for last month?,low,1mo,price_inquiry
What is the low price of Microsoft for 2 days ago?,low,2d,price_inquiry
